customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,churn_probability,churn_label,segment_id,segment_name
17584f23-1,Female,0,No,No,2,Yes,No,Fiber optic,No internet service,Yes,Yes,No,Yes,No internet service,One year,No,Credit card (automatic),88.8,177.6,No,0.26851851851851855,0,5,Churned Likely
a25291f3-7,Male,0,No,No,28,No,Yes,Fiber optic,No internet service,Yes,No,Yes,No,Yes,Two year,No,Mailed check,52.58,1472.24,Yes,0.19946592360385462,0,4,Long-Tenured Stable
b5103e9c-8,Female,1,No,No,51,Yes,No,DSL,No internet service,No,No internet service,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),22.8,1162.8,No,0.11839080459770117,0,2,New Explorers
f9a62522-c,Male,1,No,No,6,Yes,No phone service,No,Yes,Yes,Yes,No,Yes,Yes,One year,No,Electronic check,50.94,305.64,No,0.3426712314224372,0,0,High-Value Loyal
28ef2f46-f,Male,0,Yes,No,47,Yes,No,Fiber optic,No,No internet service,No internet service,No,Yes,Yes,Two year,No,Credit card (automatic),68.91,3238.77,No,0.04134951754891785,0,3,Price-Sensitive
0b3d6dc9-6,Male,0,Yes,No,9,No,No phone service,No,Yes,No,No,No internet service,No internet service,Yes,One year,No,Electronic check,41.46,373.14,No,0.29944371248719076,0,0,High-Value Loyal
55cf37ba-e,Female,0,No,Yes,41,Yes,Yes,No,Yes,No,Yes,No,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),99.98,4099.18,No,0.026856763925729443,0,3,Price-Sensitive
dcd81a8b-a,Female,0,No,Yes,62,No,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),26.67,1653.54,No,0.14687100893997443,0,4,Long-Tenured Stable
2504fd28-d,Male,0,Yes,Yes,24,No,Yes,Fiber optic,No,No internet service,No,No,No internet service,No internet service,One year,No,Electronic check,65.55,1573.2,No,0.2483164983164983,0,4,Long-Tenured Stable
0d22af35-b,Male,0,Yes,No,34,Yes,Yes,No,No internet service,No,No internet service,No,Yes,No internet service,One year,Yes,Credit card (automatic),34.97,1188.98,Yes,0.9487179487179488,1,2,New Explorers
baebe15d-4,Female,0,Yes,No,29,No,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,No,One year,Yes,Mailed check,64.03,1856.87,Yes,0.14687100893997443,0,4,Long-Tenured Stable
49ed856e-7,Male,0,Yes,No,18,No,No,Fiber optic,Yes,No internet service,No internet service,No internet service,No,Yes,One year,Yes,Credit card (automatic),34.92,628.56,No,0.11839080459770117,0,4,Long-Tenured Stable
e606d7c2-1,Male,0,No,Yes,57,No,No phone service,No,No,Yes,No internet service,No,No,No,Two year,No,Credit card (automatic),40.42,2303.94,No,0.12579821200510855,0,4,Long-Tenured Stable
00e78824-3,Female,0,Yes,No,29,No,Yes,DSL,Yes,No,No internet service,Yes,No,No internet service,One year,No,Mailed check,24.18,701.22,No,0.11766735679779157,0,4,Long-Tenured Stable
03200c4e-4,Female,0,No,No,14,No,Yes,DSL,Yes,Yes,No internet service,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),64.37,901.18,Yes,0.44805194805194803,0,4,Long-Tenured Stable
7fa70485-d,Female,0,No,No,47,No,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,Yes,Month-to-month,Yes,Mailed check,69.27,3255.69,No,0.06607245020023925,0,4,Long-Tenured Stable
9ba4d5a6-0,Female,1,No,No,5,Yes,No,DSL,No internet service,No,No internet service,No internet service,No internet service,No,Two year,No,Bank transfer (automatic),118.37,591.85,No,0.04134951754891785,0,0,High-Value Loyal
37850b5c-3,Male,0,Yes,Yes,23,Yes,No,Fiber optic,Yes,No internet service,Yes,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),92.71,2132.33,No,0.09352343059239611,0,3,Price-Sensitive
74283491-7,Male,0,Yes,No,41,No,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),59.01,2419.41,No,0.08680435152073511,0,4,Long-Tenured Stable
99e95433-1,Male,0,No,No,6,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,86.1,516.6,No,0.2809251939686722,0,5,Churned Likely
e1d5c0dc-3,Female,0,Yes,Yes,18,No,No,No,No,Yes,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,108.41,1951.38,No,0.11839080459770117,0,4,Long-Tenured Stable
a0ee404f-9,Male,1,Yes,Yes,10,No,No,Fiber optic,Yes,No,No,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,77.53,775.3,No,0.6300903774587985,1,5,Churned Likely
3527bcee-d,Male,0,No,Yes,32,Yes,No phone service,No,No,No internet service,No,Yes,No,No,One year,No,Mailed check,44.54,1425.28,No,0.11839080459770117,0,2,New Explorers
0e18ab96-2,Male,0,Yes,Yes,46,No,No,Fiber optic,No,No internet service,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,54.24,2495.04,No,0.04134951754891785,0,4,Long-Tenured Stable
253741e4-0,Female,0,Yes,No,31,No,No phone service,No,Yes,No,No,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),79.89,2476.59,No,0.16095740008783485,0,4,Long-Tenured Stable
93fde248-a,Female,0,No,No,46,No,No phone service,Fiber optic,No,No internet service,No,No internet service,No,No,Two year,No,Credit card (automatic),46.26,2127.96,Yes,0.7597696421225834,1,4,Long-Tenured Stable
54c3b22e-4,Male,0,Yes,No,31,No,No,DSL,No internet service,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),63.22,1959.82,No,0.4457671957671958,0,4,Long-Tenured Stable
1be00f8e-0,Female,0,No,Yes,41,Yes,No,No,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,115.69,4743.29,No,0.026856763925729443,0,3,Price-Sensitive
294d43ed-2,Female,0,No,Yes,25,No,Yes,Fiber optic,No internet service,Yes,No,No internet service,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),43.11,1077.75,No,0.06607245020023925,0,4,Long-Tenured Stable
a9325ae1-9,Male,0,No,No,49,No,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Mailed check,102.41,5018.09,No,0.04134951754891785,0,4,Long-Tenured Stable
92811c92-9,Male,0,Yes,No,36,No,No phone service,DSL,No,No internet service,No internet service,No,No internet service,No,One year,Yes,Mailed check,92.86,3342.96,Yes,0.5252100840336135,1,4,Long-Tenured Stable
f75efed8-2,Female,0,Yes,No,25,Yes,No phone service,No,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Mailed check,85.59,2139.75,No,0.8212325686009896,1,3,Price-Sensitive
5c3552b3-9,Female,1,Yes,Yes,59,No,No,No,Yes,Yes,No internet service,Yes,Yes,No,One year,Yes,Bank transfer (automatic),68.99,4070.41,No,0.06607245020023925,0,1,At-Risk Decliners
c4bd338e-1,Female,0,No,No,57,No,No,DSL,Yes,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),113.14,6448.98,No,0.04134951754891785,0,1,At-Risk Decliners
e5c482ff-5,Male,0,Yes,No,32,No,No phone service,DSL,No,No,No,No internet service,Yes,No,Two year,Yes,Credit card (automatic),44.09,1410.88,No,0.2735177865612648,0,4,Long-Tenured Stable
c2294116-1,Male,0,Yes,Yes,18,No,No,Fiber optic,Yes,Yes,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,35.98,647.64,No,0.8088486676721972,1,4,Long-Tenured Stable
109efb40-8,Male,0,No,No,24,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,Yes,Month-to-month,Yes,Mailed check,37.22,893.28,No,0.04134951754891785,0,5,Churned Likely
1f3cea1d-2,Male,0,No,Yes,51,Yes,No,No,Yes,Yes,No internet service,Yes,No internet service,No,One year,Yes,Mailed check,75.05,3827.55,Yes,0.598740355141149,1,3,Price-Sensitive
54470290-4,Male,0,No,No,59,No,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Electronic check,78.31,4620.29,No,0.08728968848908879,0,4,Long-Tenured Stable
35b86d0a-8,Male,0,No,Yes,60,Yes,Yes,No,No internet service,Yes,No,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),86.67,5200.2,No,0.2205387205387205,0,1,At-Risk Decliners
0ee52f63-9,Male,0,Yes,Yes,17,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,Yes,No,No internet service,One year,No,Credit card (automatic),114.08,1939.36,No,0.017241379310344827,0,3,Price-Sensitive
fab6ad91-b,Female,0,No,Yes,21,No,No phone service,DSL,No internet service,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),97.8,2053.8,No,0.21313131313131314,0,4,Long-Tenured Stable
16718639-f,Female,0,No,No,48,No,No,No,No internet service,Yes,No internet service,Yes,No internet service,No internet service,Two year,No,Bank transfer (automatic),42.57,2043.36,Yes,0.9626262626262626,1,4,Long-Tenured Stable
9ad2bb72-b,Female,0,No,Yes,21,Yes,No phone service,No,No,No,No internet service,Yes,Yes,Yes,One year,No,Bank transfer (automatic),78.23,1642.83,No,0.03173413293353323,0,3,Price-Sensitive
b4f136fc-f,Male,0,Yes,Yes,47,Yes,No phone service,DSL,No,No,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),69.35,3259.45,No,0.11839080459770117,0,2,New Explorers
d90949aa-9,Female,0,Yes,Yes,30,No,No phone service,Fiber optic,No,Yes,Yes,No internet service,Yes,No,One year,Yes,Electronic check,27.14,814.2,No,0.13946360153256707,0,4,Long-Tenured Stable
933c8d00-8,Female,0,No,No,9,Yes,Yes,DSL,Yes,No internet service,Yes,No internet service,Yes,Yes,Two year,No,Bank transfer (automatic),44.25,398.25,No,0.432026717726744,0,0,High-Value Loyal
ed56c714-5,Female,0,Yes,Yes,24,Yes,No phone service,No,No,No internet service,No internet service,No internet service,Yes,No,Two year,Yes,Bank transfer (automatic),83.19,1996.56,Yes,0.23150131857577982,0,3,Price-Sensitive
7f13de67-9,Male,0,Yes,Yes,30,No,No phone service,Fiber optic,No,Yes,Yes,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),70.9,2127.0,Yes,0.6443850267379679,1,4,Long-Tenured Stable
7f6bf62c-a,Male,0,No,Yes,20,No,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No internet service,Month-to-month,Yes,Electronic check,88.45,1769.0,No,0.9848484848484849,1,5,Churned Likely
e237c877-2,Female,0,No,No,32,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Electronic check,112.9,3612.8,No,0.026856763925729443,0,3,Price-Sensitive
4a5d6cea-b,Male,0,Yes,Yes,49,No,Yes,No,No,No internet service,No internet service,No,No internet service,No,One year,No,Bank transfer (automatic),106.16,5201.84,No,0.06621689155422289,0,4,Long-Tenured Stable
1e42d2b8-0,Female,1,Yes,Yes,46,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,Yes,Mailed check,23.72,1091.12,No,0.21313131313131314,0,3,Price-Sensitive
cbf6aa23-a,Male,1,No,No,63,No,No phone service,No,No,No,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),59.0,3717.0,Yes,0.13946360153256707,0,4,Long-Tenured Stable
3513a238-d,Male,0,No,Yes,33,No,No phone service,DSL,No,No,No,Yes,No,No internet service,One year,Yes,Electronic check,41.56,1371.48,Yes,0.2809251939686722,0,4,Long-Tenured Stable
6a25542e-f,Male,1,Yes,Yes,8,No,No phone service,DSL,No,No,Yes,Yes,No internet service,Yes,Month-to-month,No,Electronic check,74.4,595.2,Yes,0.6785254661456831,1,0,High-Value Loyal
5982aa44-5,Male,0,Yes,No,21,No,Yes,No,No internet service,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Credit card (automatic),41.42,869.82,Yes,0.650871459694989,1,4,Long-Tenured Stable
365bc763-a,Male,0,No,No,55,Yes,No phone service,DSL,No,Yes,No internet service,Yes,No,Yes,One year,No,Credit card (automatic),82.22,4522.1,No,0.02957261911288996,0,3,Price-Sensitive
b0a4f557-3,Female,0,No,No,33,No,No phone service,DSL,No internet service,Yes,No,Yes,Yes,No,One year,No,Credit card (automatic),110.24,3637.92,No,0.026856763925729443,0,4,Long-Tenured Stable
115db44f-c,Male,1,Yes,No,35,Yes,Yes,Fiber optic,No,No internet service,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),37.66,1318.1,No,0.09093982420554429,0,3,Price-Sensitive
8ccc617e-8,Female,0,No,Yes,26,Yes,No phone service,DSL,No internet service,No,No,No internet service,No internet service,No,Month-to-month,No,Bank transfer (automatic),30.76,799.76,No,0.04134951754891785,0,0,High-Value Loyal
1d2467e2-0,Female,0,Yes,Yes,42,No,Yes,DSL,No,Yes,No internet service,No internet service,No,No internet service,One year,No,Electronic check,102.95,4323.9,No,0.4020825269794217,0,4,Long-Tenured Stable
65637d1f-5,Female,1,No,Yes,43,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),40.76,1752.68,No,0.04134951754891785,0,3,Price-Sensitive
f5c9f459-9,Female,0,Yes,Yes,31,No,No phone service,DSL,No internet service,Yes,Yes,Yes,No,No internet service,One year,No,Bank transfer (automatic),112.98,3502.38,No,0.00546448087431694,0,4,Long-Tenured Stable
31ab0158-2,Female,1,No,No,45,No,No phone service,DSL,Yes,No,No internet service,No,Yes,Yes,Two year,Yes,Credit card (automatic),112.03,5041.35,Yes,0.9333333333333332,1,4,Long-Tenured Stable
ec1a86d3-5,Male,0,No,No,39,Yes,No phone service,No,No,Yes,No internet service,No,No,No internet service,One year,No,Mailed check,59.3,2312.7,No,0.11839080459770117,0,2,New Explorers
7978dc84-e,Female,0,No,Yes,4,Yes,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No,Month-to-month,No,Bank transfer (automatic),87.61,350.44,Yes,0.9487179487179488,1,5,Churned Likely
22c0c475-a,Male,0,Yes,Yes,24,No,No,DSL,No internet service,No internet service,Yes,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),52.37,1256.88,No,0.11201262114041018,0,4,Long-Tenured Stable
75eb0e8f-a,Male,0,No,No,50,Yes,No phone service,Fiber optic,No,Yes,Yes,No,No,No internet service,One year,Yes,Bank transfer (automatic),98.16,4908.0,No,0.13946360153256707,0,3,Price-Sensitive
e55b93ad-8,Female,1,Yes,No,19,Yes,No phone service,No,Yes,No internet service,No internet service,Yes,No internet service,Yes,Two year,No,Mailed check,75.46,1433.74,No,0.09352343059239611,0,3,Price-Sensitive
d06d3943-c,Male,0,No,No,45,No,No,DSL,No internet service,No,Yes,No,No internet service,No,Month-to-month,No,Mailed check,25.67,1155.15,No,0.06607245020023925,0,4,Long-Tenured Stable
0e5779ec-b,Female,0,No,Yes,49,No,No,DSL,No internet service,No,Yes,No,No,No internet service,One year,Yes,Electronic check,28.57,1399.93,No,0.09352343059239611,0,4,Long-Tenured Stable
90a014ab-4,Male,1,Yes,Yes,6,No,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),59.87,359.22,No,0.09352343059239611,0,4,Long-Tenured Stable
8e2017e1-5,Male,0,No,No,65,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No internet service,Yes,Month-to-month,Yes,Mailed check,47.59,3093.35,Yes,0.13946360153256707,0,3,Price-Sensitive
93d054e4-3,Female,0,No,Yes,45,Yes,No phone service,No,No internet service,Yes,Yes,Yes,No internet service,Yes,Two year,No,Electronic check,65.14,2931.3,No,0.02957261911288996,0,3,Price-Sensitive
ea8b31f5-c,Male,0,Yes,Yes,55,Yes,Yes,DSL,No internet service,Yes,No,Yes,Yes,No internet service,Two year,No,Credit card (automatic),30.36,1669.8,No,0.09093982420554429,0,2,New Explorers
10f35676-5,Female,1,Yes,No,42,No,No,No,No,Yes,No internet service,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),36.19,1519.98,No,0.19437547819145054,0,4,Long-Tenured Stable
d73aae7b-4,Male,0,Yes,No,8,No,Yes,No,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,24.82,198.56,No,0.04134951754891785,0,0,High-Value Loyal
600fc79c-f,Female,0,Yes,Yes,47,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),33.54,1576.38,No,0.11201262114041018,0,3,Price-Sensitive
2a7cf9e9-d,Male,1,Yes,No,57,No,Yes,No,Yes,No internet service,Yes,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),45.76,2608.32,No,0.23905723905723905,0,4,Long-Tenured Stable
2ff8107a-6,Female,0,Yes,No,58,No,No phone service,No,No internet service,No,No,Yes,No internet service,No internet service,One year,Yes,Bank transfer (automatic),111.12,6444.96,Yes,0.9848484848484849,1,4,Long-Tenured Stable
c847b130-d,Male,0,Yes,Yes,28,No,No,No,No,Yes,No internet service,No,No,No,Two year,Yes,Mailed check,112.48,3149.44,No,0.22134387351778653,0,4,Long-Tenured Stable
db9a0eb7-b,Female,0,No,Yes,61,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No,One year,No,Bank transfer (automatic),70.28,4287.08,Yes,0.5675381263616558,1,1,At-Risk Decliners
4580dac2-0,Female,0,Yes,No,70,Yes,No phone service,No,No internet service,No internet service,No,No internet service,Yes,No,One year,Yes,Credit card (automatic),49.61,3472.7,Yes,0.12579821200510855,0,2,New Explorers
e0864418-7,Male,0,Yes,No,34,Yes,No phone service,DSL,Yes,No,No internet service,Yes,No internet service,No internet service,One year,No,Bank transfer (automatic),96.98,3297.32,Yes,0.3289049919484702,0,3,Price-Sensitive
d4575305-7,Male,0,No,Yes,37,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,Yes,No internet service,No,Month-to-month,Yes,Electronic check,79.53,2942.61,Yes,0.9848484848484849,1,5,Churned Likely
866cfb2b-3,Male,1,Yes,Yes,30,No,Yes,No,No,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,38.16,1144.8,No,0.13946360153256707,0,4,Long-Tenured Stable
5fcc997d-1,Male,0,No,Yes,27,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,Yes,One year,Yes,Credit card (automatic),61.67,1665.09,Yes,0.23905723905723905,0,3,Price-Sensitive
33bcb8a9-c,Male,1,Yes,No,42,No,No phone service,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,32.63,1370.46,No,0.04134951754891785,0,4,Long-Tenured Stable
8188de48-7,Male,0,No,Yes,19,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Electronic check,112.02,2128.38,No,0.1239010989010989,0,3,Price-Sensitive
e7ab2ef7-7,Male,0,Yes,Yes,39,No,No,DSL,No internet service,Yes,No,No,No internet service,No internet service,Two year,No,Mailed check,39.12,1525.68,No,0.10345228705335507,0,4,Long-Tenured Stable
5711d5fd-3,Male,0,Yes,No,27,No,No,DSL,No internet service,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Electronic check,111.28,3004.56,Yes,0.2205387205387205,0,4,Long-Tenured Stable
dfb68a5f-b,Female,1,No,No,21,No,Yes,Fiber optic,No internet service,No,No internet service,No internet service,No,No,Two year,Yes,Credit card (automatic),103.73,2178.33,No,0.5564270152505447,1,4,Long-Tenured Stable
53cc6b95-c,Female,0,Yes,Yes,59,Yes,No phone service,DSL,No internet service,No internet service,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),83.89,4949.51,No,0.04134951754891785,0,3,Price-Sensitive
192703a7-d,Female,0,Yes,No,52,No,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),32.92,1711.84,No,0.08728968848908879,0,4,Long-Tenured Stable
84222f58-f,Male,0,No,No,24,No,No,No,No internet service,Yes,No,No internet service,Yes,No,Month-to-month,No,Mailed check,98.07,2353.68,No,0.21313131313131314,0,4,Long-Tenured Stable
3487246c-2,Male,0,Yes,No,45,No,Yes,DSL,Yes,No internet service,No internet service,No,No internet service,Yes,Two year,No,Credit card (automatic),36.82,1656.9,No,0.11201262114041018,0,4,Long-Tenured Stable
6338fb29-7,Male,0,Yes,No,5,Yes,No phone service,No,No internet service,Yes,No internet service,No internet service,No internet service,No,One year,No,Mailed check,69.46,347.3,No,0.05429555176421136,0,0,High-Value Loyal
1da76d69-8,Female,0,Yes,Yes,55,No,No,Fiber optic,No internet service,No,No,Yes,No internet service,No,Month-to-month,No,Electronic check,89.35,4914.25,No,0.00546448087431694,0,4,Long-Tenured Stable
0b458c23-e,Male,0,Yes,No,13,No,No,Fiber optic,No,Yes,No internet service,No internet service,No,No internet service,Month-to-month,No,Mailed check,53.93,701.09,No,0.48440045246928914,0,5,Churned Likely
df3334c6-9,Female,0,Yes,Yes,24,Yes,No phone service,DSL,Yes,Yes,No,No internet service,Yes,No internet service,One year,Yes,Electronic check,58.1,1394.4,No,0.04134951754891785,0,3,Price-Sensitive
e3a1af97-7,Female,0,No,No,46,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No,No internet service,Yes,Month-to-month,No,Credit card (automatic),61.61,2834.06,No,0.21313131313131314,0,3,Price-Sensitive
c4246277-8,Male,0,No,No,15,No,Yes,DSL,Yes,No internet service,No,Yes,No,Yes,One year,Yes,Electronic check,46.18,692.7,Yes,0.8717171717171718,1,4,Long-Tenured Stable
05c14422-4,Female,0,Yes,No,24,No,No,DSL,Yes,Yes,No internet service,Yes,Yes,No,Two year,No,Bank transfer (automatic),85.65,2055.6,Yes,0.6176470588235294,1,4,Long-Tenured Stable
a38bbaa4-4,Female,0,No,Yes,37,No,Yes,DSL,No internet service,No,No internet service,No internet service,Yes,Yes,One year,No,Bank transfer (automatic),94.77,3506.49,No,0.017241379310344827,0,4,Long-Tenured Stable
33579b27-5,Female,0,No,Yes,59,No,No phone service,No,No internet service,No internet service,No internet service,Yes,No,No,One year,Yes,Electronic check,111.32,6567.88,Yes,0.9487179487179488,1,4,Long-Tenured Stable
88433a38-4,Female,0,No,Yes,27,No,No,Fiber optic,Yes,No internet service,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),75.65,2042.55,No,0.09352343059239611,0,4,Long-Tenured Stable
abcec90f-7,Female,1,Yes,Yes,29,No,No,DSL,No internet service,No internet service,No,No,No,No internet service,Two year,No,Mailed check,29.72,861.88,No,0.04134951754891785,0,4,Long-Tenured Stable
2851a8be-2,Female,0,No,No,26,Yes,No phone service,No,No internet service,No internet service,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),94.67,2461.42,No,0.04134951754891785,0,3,Price-Sensitive
f5530567-0,Female,0,Yes,No,56,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,No,One year,No,Bank transfer (automatic),49.95,2797.2,Yes,0.11839080459770117,0,3,Price-Sensitive
1a354475-8,Male,0,No,No,46,Yes,Yes,No,Yes,Yes,No,No internet service,No,No,Month-to-month,No,Electronic check,96.7,4448.2,No,0.11512846100486902,0,3,Price-Sensitive
8ca33a54-5,Male,0,No,No,17,Yes,No,DSL,No,Yes,No internet service,No,No,No internet service,Two year,No,Credit card (automatic),110.85,1884.45,No,0.3218243819266837,0,3,Price-Sensitive
f17aa7a9-2,Female,0,No,No,24,No,No,No,Yes,No internet service,No internet service,No internet service,No,No internet service,One year,No,Electronic check,91.45,2194.8,No,0.4720673851108634,0,4,Long-Tenured Stable
92f71993-4,Female,1,No,Yes,14,Yes,No phone service,DSL,Yes,Yes,No,Yes,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),115.45,1616.3,No,0.15335482467137806,0,3,Price-Sensitive
4fb67094-1,Male,0,Yes,Yes,44,Yes,No,Fiber optic,No,No internet service,No internet service,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),73.64,3240.16,No,0.04134951754891785,0,3,Price-Sensitive
8a6342ca-5,Female,0,Yes,No,36,Yes,Yes,No,No,No internet service,No,No internet service,Yes,No,One year,No,Mailed check,77.57,2792.52,Yes,0.9848484848484849,1,3,Price-Sensitive
076c108d-2,Male,1,No,Yes,20,No,Yes,DSL,Yes,No,No internet service,Yes,Yes,Yes,Two year,Yes,Mailed check,79.58,1591.6,No,0.17724867724867724,0,4,Long-Tenured Stable
0ceaaf73-a,Male,1,No,Yes,41,Yes,No,DSL,Yes,No internet service,Yes,Yes,No,No internet service,One year,No,Electronic check,72.94,2990.54,Yes,0.11839080459770117,0,3,Price-Sensitive
160beed4-0,Female,0,Yes,Yes,21,Yes,No,No,No internet service,Yes,No internet service,No internet service,No internet service,Yes,Two year,Yes,Bank transfer (automatic),29.16,612.36,Yes,0.7257351981805061,1,0,High-Value Loyal
b465c027-2,Male,1,No,Yes,1,No,Yes,DSL,No internet service,Yes,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,87.89,87.89,No,0.630030959752322,1,0,High-Value Loyal
a124fdb2-9,Male,0,Yes,No,33,No,No,DSL,Yes,No,No internet service,No internet service,No,No,Month-to-month,Yes,Credit card (automatic),102.87,3394.71,Yes,0.5614035087719299,1,4,Long-Tenured Stable
7222534d-b,Male,0,No,No,21,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),104.86,2202.06,No,0.04134951754891785,0,3,Price-Sensitive
5513b74f-4,Male,0,No,No,29,No,No,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,Two year,No,Mailed check,26.82,777.78,No,0.11839080459770117,0,4,Long-Tenured Stable
c226ab53-b,Male,0,No,Yes,35,Yes,No phone service,DSL,Yes,No internet service,No,No,No internet service,Yes,One year,No,Mailed check,52.03,1821.05,No,0.04134951754891785,0,2,New Explorers
141b9098-8,Male,0,No,No,46,No,No phone service,DSL,Yes,No,No internet service,No,No,Yes,Month-to-month,No,Mailed check,86.15,3962.9,No,0.04134951754891785,0,4,Long-Tenured Stable
c3b1927b-c,Female,0,No,Yes,38,No,No,DSL,No internet service,No,No,No,No internet service,No internet service,Two year,No,Electronic check,59.92,2276.96,No,0.2205387205387205,0,4,Long-Tenured Stable
17c95aaa-2,Male,0,No,Yes,53,No,No phone service,No,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,21.88,1159.64,No,0.14687100893997443,0,4,Long-Tenured Stable
b2d7692a-e,Male,0,No,Yes,10,Yes,No phone service,No,No,No internet service,No internet service,No,No internet service,No,Two year,Yes,Bank transfer (automatic),67.24,672.4,No,0.02957261911288996,0,0,High-Value Loyal
4f75d45a-7,Male,0,No,No,57,Yes,No,No,No internet service,No,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),88.3,5033.1,No,0.12383014423097066,0,1,At-Risk Decliners
c438eae0-b,Female,0,Yes,Yes,57,No,No phone service,No,No internet service,No,No,Yes,No internet service,Yes,One year,No,Credit card (automatic),85.25,4859.25,No,0.04134951754891785,0,4,Long-Tenured Stable
f28bf846-3,Male,1,No,No,30,Yes,No phone service,Fiber optic,No internet service,Yes,No,No,No internet service,No,Month-to-month,No,Electronic check,64.02,1920.6,No,0.09352343059239611,0,3,Price-Sensitive
e54ca6ca-d,Male,0,No,Yes,8,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Electronic check,40.95,327.6,No,0.3718614718614719,0,0,High-Value Loyal
5d0b042d-e,Male,0,Yes,No,44,No,No phone service,Fiber optic,No internet service,No internet service,Yes,No internet service,No,No internet service,One year,No,Credit card (automatic),34.23,1506.12,No,0.7300309597523221,1,4,Long-Tenured Stable
