customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
668409e3-f,Female,0,Yes,Yes,12,No,No phone service,Fiber optic,No,No,Yes,No,No,No internet service,One year,Yes,Mailed check,35.42,425.04,Yes
0964fbbf-8,Female,0,No,No,51,Yes,No phone service,No,No internet service,Yes,No,No internet service,No,No,Two year,No,Electronic check,18.47,941.97,No
409d3602-5,Male,0,Yes,No,64,Yes,Yes,DSL,No,No,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,86.77,5553.28,No
c5c5b37a-f,Female,0,No,No,19,No,Yes,No,No,Yes,No internet service,No internet service,No internet service,No,One year,No,Bank transfer (automatic),23.0,437.0,Yes
d32e6dcd-8,Female,0,Yes,No,20,Yes,No,DSL,Yes,No,Yes,No,Yes,No internet service,Two year,Yes,Bank transfer (automatic),110.69,2213.8,Yes
de8ede0b-a,Male,0,No,No,41,Yes,No,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,One year,No,Bank transfer (automatic),80.52,3301.32,No
0de051a6-6,Female,0,No,Yes,19,Yes,No,No,Yes,No internet service,No internet service,Yes,No internet service,Yes,One year,No,Credit card (automatic),102.22,1942.18,No
9f64eeed-5,Male,0,No,No,44,No,Yes,No,No,No internet service,No,No,No,No,Two year,No,Credit card (automatic),32.6,1434.4,No
71299889-a,Female,0,No,Yes,51,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,68.89,3513.39,Yes
445dcc38-3,Male,1,No,Yes,38,Yes,Yes,No,No internet service,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,54.43,2068.34,Yes
49bc473f-e,Male,0,No,Yes,41,Yes,No phone service,Fiber optic,No internet service,No internet service,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,59.9,2455.9,No
7c16128d-b,Female,0,Yes,Yes,28,No,Yes,DSL,No,Yes,No internet service,Yes,No,No internet service,Two year,Yes,Credit card (automatic),63.22,1770.16,No
a14923c2-f,Male,0,Yes,Yes,22,Yes,No phone service,DSL,No,No internet service,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),112.27,2469.94,No
b5b453ca-3,Female,1,Yes,No,47,Yes,Yes,Fiber optic,Yes,No,No,No,No internet service,No internet service,One year,Yes,Electronic check,44.99,2114.53,No
03802b70-8,Female,0,Yes,Yes,50,Yes,No,No,No internet service,Yes,No internet service,Yes,No internet service,No,Month-to-month,Yes,Mailed check,84.61,4230.5,No
3985fb62-1,Male,1,No,No,44,No,Yes,Fiber optic,No,No,No internet service,No internet service,No,Yes,Month-to-month,No,Mailed check,52.05,2290.2,No
1d0bc9bd-e,Female,0,No,Yes,46,No,No phone service,DSL,No,No,No internet service,No,Yes,No internet service,Two year,No,Credit card (automatic),71.47,3287.62,Yes
a5d04d53-1,Female,0,Yes,No,29,No,No,DSL,No internet service,No,No internet service,No,Yes,No internet service,Two year,No,Bank transfer (automatic),80.1,2322.9,No
eec259dc-7,Male,0,Yes,Yes,45,No,No,DSL,No internet service,No internet service,No,Yes,No internet service,No internet service,Two year,No,Credit card (automatic),98.29,4423.05,No
b495db4e-8,Female,0,Yes,Yes,46,Yes,Yes,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),90.08,4143.68,No
7b85179a-d,Male,0,Yes,No,46,Yes,No phone service,DSL,No,No internet service,No internet service,No internet service,Yes,No,Month-to-month,Yes,Mailed check,99.42,4573.32,No
74eff545-3,Male,1,Yes,Yes,17,No,No phone service,No,No,Yes,Yes,No,Yes,No,Two year,No,Mailed check,65.66,1116.22,No
30cbd755-6,Male,0,No,Yes,41,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,Yes,Mailed check,107.52,4408.32,No
bf0d073d-8,Female,1,Yes,Yes,62,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Mailed check,77.11,4780.82,Yes
11df12d7-d,Male,0,Yes,No,31,Yes,No,DSL,Yes,No,No,Yes,No internet service,Yes,Two year,Yes,Mailed check,74.54,2310.74,No
dabac50d-c,Female,0,Yes,No,18,No,No phone service,No,No internet service,No internet service,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),65.56,1180.08,Yes
c9a7d91f-e,Male,0,No,No,28,Yes,No,No,No internet service,No internet service,No internet service,No,Yes,Yes,Month-to-month,No,Electronic check,113.17,3168.76,Yes
00a81de9-d,Female,0,No,No,57,Yes,No,DSL,No,No,No,No internet service,No,No,Two year,Yes,Bank transfer (automatic),68.67,3914.19,No
d664d264-4,Male,0,Yes,No,34,No,No,Fiber optic,No internet service,No internet service,No internet service,No internet service,No,No internet service,Two year,Yes,Bank transfer (automatic),25.22,857.48,No
a8f1e091-f,Female,0,No,No,49,No,No,No,No,No internet service,No,No,No,Yes,Two year,Yes,Mailed check,61.56,3016.44,Yes
7250ee18-2,Female,0,No,Yes,49,No,No,DSL,No,Yes,No internet service,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,48.98,2400.02,Yes
551ac8ea-5,Male,0,No,Yes,27,No,Yes,No,No internet service,No,No internet service,No,No,No internet service,One year,No,Credit card (automatic),105.12,2838.24,No
6090d697-8,Female,1,Yes,No,30,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),99.54,2986.2,No
de9e3757-5,Male,1,No,No,52,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,101.04,5254.08,No
3d225c30-b,Female,0,No,Yes,19,No,Yes,DSL,Yes,No,Yes,No internet service,No,Yes,One year,Yes,Electronic check,18.66,354.54,Yes
db23aa8c-3,Male,0,Yes,Yes,39,No,No,DSL,No internet service,No internet service,No internet service,Yes,No internet service,Yes,One year,Yes,Mailed check,86.51,3373.89,Yes
517400f8-0,Male,0,No,No,35,Yes,No phone service,Fiber optic,Yes,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),46.91,1641.85,No
e9d68f23-b,Male,0,No,No,65,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),91.54,5950.1,No
fd08b32c-6,Male,0,No,Yes,30,Yes,No phone service,DSL,No,Yes,Yes,No internet service,No,Yes,One year,No,Bank transfer (automatic),29.36,880.8,Yes
a6eab79e-d,Male,0,No,Yes,20,No,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),104.63,2092.6,No
f6febc0e-7,Male,0,No,Yes,46,No,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,55.1,2534.6,No
f72169bb-8,Male,0,Yes,No,64,Yes,Yes,No,No,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),61.66,3946.24,No
19b17e80-d,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,No,No internet service,Yes,No,No,No,One year,No,Electronic check,36.3,1742.4,No
1986b4b2-7,Female,1,Yes,No,18,Yes,No,No,Yes,Yes,No internet service,Yes,No,No internet service,One year,No,Electronic check,113.04,2034.72,No
03edd1f8-7,Male,0,No,Yes,18,No,No phone service,DSL,No,No,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Mailed check,82.91,1492.38,Yes
def57689-6,Female,0,No,No,47,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer (automatic),59.65,2803.55,No
1327f1bc-2,Female,0,Yes,No,22,Yes,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.13,1102.86,No
43d88870-f,Male,0,Yes,No,43,Yes,Yes,No,No,Yes,No,No internet service,No internet service,No,Two year,No,Mailed check,107.45,4620.35,No
65c17795-b,Female,1,No,Yes,39,No,No phone service,DSL,No internet service,No,Yes,No,Yes,No internet service,One year,No,Credit card (automatic),29.54,1152.06,Yes
541cdfcd-d,Female,1,No,Yes,11,No,Yes,No,Yes,No,No internet service,No,No,No,One year,Yes,Electronic check,106.43,1170.73,Yes
889b78d5-d,Male,0,Yes,No,58,Yes,No phone service,No,No internet service,Yes,No internet service,No,Yes,No internet service,Month-to-month,No,Electronic check,84.72,4913.76,No
a075e927-5,Male,0,Yes,No,31,No,Yes,Fiber optic,No internet service,No internet service,Yes,Yes,No internet service,Yes,Two year,Yes,Credit card (automatic),42.51,1317.81,Yes
7cea2045-c,Male,0,Yes,No,33,No,No,Fiber optic,Yes,No internet service,Yes,Yes,Yes,No internet service,Month-to-month,No,Mailed check,46.82,1545.06,No
9e11d2cd-0,Female,0,Yes,Yes,25,Yes,No phone service,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,38.87,971.75,No
af34cf65-a,Female,0,No,Yes,53,Yes,Yes,No,No,No internet service,Yes,No,Yes,Yes,Two year,No,Electronic check,78.65,4168.45,Yes
3a3c8a71-f,Female,1,Yes,No,49,Yes,No phone service,Fiber optic,No internet service,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Credit card (automatic),61.74,3025.26,No
fa745761-6,Female,0,No,Yes,37,No,No,No,No internet service,No internet service,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),45.93,1699.41,No
b4323070-a,Female,0,Yes,No,38,Yes,No phone service,No,Yes,Yes,No,No internet service,No,No,One year,Yes,Credit card (automatic),70.22,2668.36,No
2a96e1e2-7,Female,0,No,No,47,No,No phone service,DSL,Yes,Yes,No internet service,No internet service,Yes,Yes,One year,Yes,Bank transfer (automatic),109.86,5163.42,No
0769165f-e,Female,0,Yes,Yes,47,No,No phone service,DSL,No internet service,Yes,No,No,No internet service,No,Two year,Yes,Mailed check,90.61,4258.67,No
0e5dd462-c,Male,0,No,Yes,10,Yes,No phone service,Fiber optic,No,No,Yes,Yes,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),59.55,595.5,No
6e417d47-5,Male,0,No,Yes,28,Yes,No phone service,DSL,No,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,64.09,1794.52,No
697c3923-8,Male,0,Yes,Yes,43,Yes,No phone service,Fiber optic,No,No internet service,No internet service,No,No internet service,No,One year,No,Electronic check,94.38,4058.34,No
2e183554-c,Female,1,No,No,52,Yes,No phone service,No,Yes,Yes,Yes,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,64.11,3333.72,Yes
9c07a751-1,Male,0,No,Yes,70,No,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,Yes,Two year,No,Bank transfer (automatic),104.53,7317.1,No
aee1e86b-9,Female,0,No,No,51,Yes,No phone service,No,No internet service,No,Yes,Yes,Yes,Yes,Two year,No,Mailed check,20.51,1046.01,No
9549c931-e,Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,No internet service,Two year,No,Credit card (automatic),22.66,543.84,No
a34db7c5-7,Female,1,Yes,No,6,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),82.73,496.38,Yes
aab612c9-4,Male,0,No,No,12,No,Yes,DSL,Yes,Yes,No,No,No internet service,Yes,Two year,No,Bank transfer (automatic),46.74,560.88,No
771ad655-c,Female,1,No,Yes,64,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No internet service,Month-to-month,No,Bank transfer (automatic),45.86,2935.04,No
8beddb12-a,Female,0,No,Yes,29,No,Yes,DSL,No internet service,No,No internet service,No internet service,No,No,Month-to-month,No,Bank transfer (automatic),84.07,2438.03,No
f1faf665-7,Female,0,No,Yes,58,No,No phone service,No,Yes,No internet service,No internet service,No,No,No internet service,Two year,Yes,Electronic check,112.94,6550.52,No
4c955f6a-9,Female,0,No,Yes,41,No,No phone service,Fiber optic,Yes,Yes,No,No,No internet service,No,Two year,No,Credit card (automatic),83.15,3409.15,Yes
b0b862ef-6,Male,0,No,No,70,Yes,No,Fiber optic,No internet service,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),55.76,3903.2,No
4d57d880-d,Male,0,No,No,25,Yes,No phone service,DSL,No,No internet service,Yes,No,No internet service,No internet service,Month-to-month,No,Mailed check,68.68,1717.0,No
da743152-6,Male,0,No,Yes,29,Yes,No phone service,Fiber optic,No,No,Yes,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),31.17,903.93,Yes
61a11729-3,Male,0,No,No,15,No,No phone service,DSL,No,Yes,No internet service,Yes,No internet service,Yes,Two year,No,Bank transfer (automatic),87.38,1310.7,No
4bbe4aff-9,Male,0,Yes,Yes,32,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,One year,Yes,Electronic check,61.63,1972.16,No
059dd55d-4,Male,0,No,Yes,61,No,No phone service,DSL,Yes,No internet service,No internet service,No internet service,Yes,Yes,One year,Yes,Mailed check,83.66,5103.26,Yes
6553867d-a,Male,0,Yes,No,53,Yes,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Bank transfer (automatic),83.65,4433.45,No
dd750e98-9,Female,0,Yes,No,12,Yes,Yes,No,No internet service,No,Yes,Yes,No internet service,No,One year,No,Credit card (automatic),90.25,1083.0,Yes
f93e08d5-b,Male,1,Yes,No,22,No,No,Fiber optic,Yes,No internet service,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),58.94,1296.68,No
bec39a37-9,Male,1,Yes,No,37,Yes,No,No,No,No,Yes,No internet service,No,Yes,One year,No,Electronic check,73.45,2717.65,No
e726be23-e,Female,0,Yes,Yes,56,No,No,DSL,Yes,Yes,Yes,Yes,No,No internet service,One year,No,Mailed check,40.82,2285.92,No
3ae909fe-c,Male,0,No,No,33,No,Yes,No,Yes,Yes,Yes,Yes,No internet service,Yes,One year,No,Mailed check,112.9,3725.7,No
3810ae66-5,Male,0,No,Yes,42,No,No,Fiber optic,No internet service,No,Yes,No,No,No internet service,Month-to-month,Yes,Credit card (automatic),47.66,2001.72,No
402913ec-9,Female,0,No,No,43,No,Yes,No,Yes,Yes,No,Yes,No internet service,Yes,Two year,No,Mailed check,86.19,3706.17,No
c478f6f1-b,Male,0,Yes,Yes,35,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Mailed check,92.1,3223.5,No
2303f6c6-d,Female,1,Yes,No,29,Yes,Yes,DSL,Yes,Yes,No internet service,No internet service,Yes,Yes,One year,No,Credit card (automatic),42.9,1244.1,No
a0a11839-e,Female,0,Yes,No,22,Yes,No phone service,No,No,No,Yes,Yes,No internet service,No internet service,One year,No,Electronic check,67.35,1481.7,No
c9e26074-4,Female,0,No,No,25,Yes,No phone service,Fiber optic,No internet service,Yes,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,30.3,757.5,No
5d678bb1-9,Female,0,No,Yes,41,No,No,DSL,No internet service,Yes,Yes,Yes,No internet service,No,Two year,No,Credit card (automatic),48.3,1980.3,No
e8dd5e5a-1,Male,0,Yes,Yes,45,No,No phone service,DSL,No,No internet service,No,No internet service,No internet service,Yes,One year,No,Electronic check,45.07,2028.15,No
6a5e6920-b,Male,0,No,No,48,No,Yes,DSL,Yes,Yes,Yes,No,No internet service,No internet service,One year,No,Credit card (automatic),76.78,3685.44,Yes
c958e75e-2,Male,0,No,No,15,No,No,No,Yes,No internet service,No internet service,No,No,No,Month-to-month,Yes,Electronic check,19.84,297.6,Yes
5da8d6d2-f,Female,1,Yes,Yes,43,Yes,No phone service,No,No,No internet service,Yes,No,No,No internet service,One year,Yes,Electronic check,75.24,3235.32,No
45c45a3e-e,Male,0,No,No,53,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),86.01,4558.53,Yes
e9ff1cae-4,Female,0,No,Yes,52,Yes,No phone service,DSL,Yes,No internet service,Yes,No,No,No internet service,Two year,Yes,Electronic check,78.82,4098.64,No
f7a67b94-7,Male,0,Yes,Yes,17,No,No phone service,DSL,Yes,No,No,No,Yes,No internet service,Two year,No,Bank transfer (automatic),50.86,864.62,No
ded255d0-b,Female,0,Yes,No,46,Yes,No phone service,Fiber optic,No,No internet service,Yes,No internet service,No,Yes,Two year,No,Electronic check,73.42,3377.32,Yes
77e490c7-1,Female,0,Yes,No,39,Yes,Yes,No,No,Yes,No internet service,Yes,No internet service,No internet service,Two year,No,Mailed check,40.67,1586.13,Yes
c1101266-2,Male,0,No,Yes,46,No,No,No,No,No,Yes,No internet service,No internet service,Yes,Two year,Yes,Mailed check,104.35,4800.1,No
ad238d36-d,Female,0,Yes,No,10,No,No phone service,Fiber optic,No,No internet service,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),62.42,624.2,Yes
65bcc272-f,Male,0,No,Yes,22,No,No,DSL,Yes,No,No,No,No,No internet service,Month-to-month,Yes,Mailed check,59.24,1303.28,No
8eac0a33-c,Female,0,No,Yes,39,No,No phone service,No,Yes,No,No internet service,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),83.3,3248.7,Yes
6502d6a2-c,Male,0,Yes,No,47,Yes,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),89.38,4200.86,No
1fa382e8-8,Female,0,Yes,Yes,37,Yes,No phone service,DSL,Yes,Yes,Yes,No,No internet service,Yes,Two year,Yes,Credit card (automatic),27.05,1000.85,No
bfbf397b-a,Male,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,No internet service,Yes,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),50.01,2400.48,No
618ae305-9,Female,0,Yes,Yes,47,Yes,No,No,No internet service,No,No internet service,No internet service,No,No internet service,One year,Yes,Credit card (automatic),109.14,5129.58,No
5f18e583-f,Female,0,No,Yes,41,No,Yes,No,Yes,No,No,Yes,No,No internet service,One year,Yes,Bank transfer (automatic),106.58,4369.78,No
78b2b549-3,Male,0,No,Yes,38,Yes,No,No,Yes,Yes,No internet service,No internet service,No internet service,No,Month-to-month,Yes,Electronic check,110.19,4187.22,No
f1738856-e,Female,0,No,No,54,Yes,No phone service,No,Yes,No,Yes,No,No,No,Two year,Yes,Electronic check,41.21,2225.34,No
9c2e58de-e,Male,1,No,No,27,Yes,Yes,No,No,No internet service,No,No,No internet service,No,One year,No,Electronic check,44.12,1191.24,No
a2a9d4d8-1,Female,0,Yes,Yes,37,No,No phone service,Fiber optic,No internet service,No,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,63.92,2365.04,No
b379cb1e-e,Female,0,No,Yes,39,Yes,Yes,Fiber optic,Yes,No internet service,No internet service,No internet service,Yes,No internet service,One year,Yes,Bank transfer (automatic),116.04,4525.56,No
1dde7969-6,Female,0,No,No,40,No,No,No,No internet service,Yes,Yes,Yes,No,No internet service,Two year,Yes,Credit card (automatic),41.82,1672.8,No
0986bbeb-f,Male,0,No,No,68,No,No phone service,Fiber optic,No internet service,No,Yes,Yes,No internet service,No internet service,Month-to-month,No,Electronic check,91.89,6248.52,No
1dba1267-7,Female,0,No,Yes,38,No,No,DSL,No,No,No internet service,Yes,No internet service,No,Month-to-month,No,Mailed check,60.04,2281.52,No
899ca782-e,Female,0,Yes,Yes,38,No,No,Fiber optic,Yes,No,No,No,No,No internet service,One year,Yes,Mailed check,57.06,2168.28,No
5efa9c5b-7,Female,0,Yes,Yes,19,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No,Yes,Month-to-month,No,Bank transfer (automatic),35.51,674.69,No
b24cc64f-b,Male,0,Yes,Yes,52,No,No phone service,Fiber optic,No,Yes,No,Yes,No internet service,No,One year,No,Electronic check,97.71,5080.92,Yes
965befdf-6,Female,0,No,Yes,22,No,No phone service,No,No,No,No,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,55.02,1210.44,Yes
e2aa7a5d-2,Female,0,Yes,Yes,55,No,No,Fiber optic,No internet service,No internet service,No internet service,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),20.21,1111.55,No
d56ce8ea-1,Female,1,No,Yes,30,No,No,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Two year,Yes,Electronic check,70.53,2115.9,No
f065c817-6,Female,0,No,No,26,Yes,Yes,DSL,Yes,No,No internet service,No,No internet service,Yes,One year,Yes,Mailed check,31.02,806.52,Yes
b0b63bcf-0,Male,1,No,Yes,24,No,No phone service,DSL,No internet service,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,35.16,843.84,No
71d79665-7,Male,0,No,Yes,40,No,No,Fiber optic,No,Yes,No,Yes,No internet service,Yes,Month-to-month,No,Mailed check,54.42,2176.8,No
5cd8fe1a-d,Female,0,Yes,Yes,52,No,No,Fiber optic,No,No internet service,No internet service,Yes,No,Yes,Month-to-month,No,Credit card (automatic),19.65,1021.8,No
5e09a9ee-a,Female,0,Yes,Yes,54,No,Yes,Fiber optic,No,Yes,No internet service,Yes,No,No,Month-to-month,Yes,Electronic check,20.78,1122.12,No
a5135ea0-f,Female,0,No,No,35,Yes,Yes,DSL,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,39.13,1369.55,Yes
46a02a9b-6,Male,0,No,Yes,25,No,Yes,Fiber optic,Yes,No internet service,Yes,Yes,No internet service,No internet service,One year,No,Mailed check,24.2,605.0,Yes
f2f25eef-1,Male,0,Yes,No,22,Yes,Yes,No,No internet service,No,Yes,Yes,No internet service,No internet service,One year,No,Credit card (automatic),46.85,1030.7,Yes
1777e8cb-7,Female,0,Yes,Yes,60,Yes,Yes,DSL,No,No internet service,Yes,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),103.92,6235.2,No
a3b5cece-a,Female,0,Yes,Yes,15,No,No phone service,Fiber optic,No,No,No,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),29.62,444.3,Yes
0cf2b69b-0,Female,0,Yes,Yes,15,No,No phone service,Fiber optic,No internet service,Yes,No,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),44.17,662.55,No
fd235def-3,Male,0,No,No,4,Yes,Yes,Fiber optic,No internet service,Yes,Yes,No,No internet service,No,Two year,Yes,Credit card (automatic),55.13,220.52,No
34885a46-9,Male,0,No,No,21,No,No,No,No,No internet service,No,No internet service,No internet service,Yes,Month-to-month,No,Credit card (automatic),75.6,1587.6,No
8de08fc2-c,Female,0,No,No,36,Yes,No phone service,No,No internet service,No,No internet service,Yes,Yes,Yes,Month-to-month,No,Electronic check,104.92,3777.12,No
d0243d72-3,Male,0,No,Yes,54,Yes,No,No,Yes,Yes,No internet service,Yes,No internet service,Yes,One year,Yes,Mailed check,82.19,4438.26,No
c63d04ee-5,Female,1,No,Yes,55,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,19.78,1087.9,Yes
989240ac-e,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No internet service,Yes,No,Yes,Yes,No internet service,Month-to-month,Yes,Bank transfer (automatic),41.52,1536.24,Yes
fbe94499-d,Male,1,No,No,16,No,Yes,DSL,Yes,No internet service,No,No internet service,No internet service,No,Two year,Yes,Credit card (automatic),33.66,538.56,No
8a4b8f7c-2,Female,1,No,No,25,No,Yes,No,Yes,No internet service,Yes,Yes,No internet service,No internet service,Month-to-month,Yes,Electronic check,60.9,1522.5,Yes
1c24220e-2,Female,0,No,No,68,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,No,No internet service,Month-to-month,No,Credit card (automatic),46.93,3191.24,No
21bddb41-0,Male,0,Yes,Yes,7,No,No phone service,DSL,Yes,Yes,No internet service,No internet service,No internet service,Yes,One year,No,Electronic check,24.99,174.93,No
c9d6a63b-c,Female,0,Yes,No,29,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No internet service,Month-to-month,No,Credit card (automatic),35.81,1038.49,Yes
040a3aae-5,Female,0,Yes,Yes,47,Yes,Yes,No,No internet service,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),49.37,2320.39,Yes
20733f6d-0,Male,1,No,Yes,59,No,Yes,No,No internet service,Yes,Yes,Yes,No,No,Two year,No,Mailed check,63.63,3754.17,No
1d181ee9-8,Female,0,No,Yes,56,No,No phone service,Fiber optic,No,Yes,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),79.0,4424.0,No
72c22a16-7,Male,0,Yes,Yes,18,Yes,No,DSL,No internet service,Yes,No,Yes,No internet service,No internet service,One year,No,Credit card (automatic),101.38,1824.84,No
97fa7f04-8,Male,0,Yes,No,4,Yes,No phone service,DSL,No internet service,No,No,No internet service,No,Yes,Two year,Yes,Bank transfer (automatic),38.71,154.84,Yes
38b77c07-8,Male,0,No,Yes,59,Yes,No phone service,DSL,Yes,No internet service,No internet service,No internet service,Yes,No,One year,No,Bank transfer (automatic),35.37,2086.83,No
ba2c98ce-0,Female,1,No,No,31,No,Yes,Fiber optic,No internet service,No internet service,No internet service,Yes,Yes,No,One year,No,Mailed check,61.27,1899.37,No
a8addf36-d,Female,0,No,No,37,No,No,DSL,No internet service,No,No internet service,No internet service,Yes,Yes,Month-to-month,No,Electronic check,68.82,2546.34,Yes
a4b1f991-7,Male,0,No,No,31,No,No,No,Yes,No internet service,No,Yes,No internet service,No,One year,Yes,Bank transfer (automatic),112.98,3502.38,No
ffa361be-0,Male,1,Yes,No,50,No,No phone service,DSL,No internet service,Yes,No internet service,No internet service,No,Yes,One year,Yes,Mailed check,61.65,3082.5,Yes
6d204496-6,Male,1,Yes,No,18,No,No phone service,DSL,No,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,92.58,1666.44,No
b65feea9-7,Female,1,No,Yes,45,Yes,No,Fiber optic,No internet service,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),21.97,988.65,No
e63658c9-1,Female,0,No,No,20,No,No phone service,Fiber optic,Yes,No,Yes,Yes,No internet service,No,Two year,No,Mailed check,32.39,647.8,No
25f934bf-9,Male,0,Yes,Yes,44,No,No,DSL,Yes,Yes,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,22.32,982.08,Yes
9fd34579-4,Male,0,No,No,52,Yes,No,Fiber optic,No,No internet service,Yes,No internet service,No internet service,Yes,Month-to-month,No,Mailed check,71.94,3740.88,No
b64fa54a-8,Female,0,Yes,No,41,No,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Electronic check,19.09,782.69,Yes
98eeac2b-f,Female,0,No,No,19,No,No,Fiber optic,No,No internet service,No,Yes,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),79.35,1507.65,Yes
816bcb9f-7,Male,1,No,Yes,49,Yes,No phone service,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),110.39,5409.11,No
cb08587d-1,Female,0,Yes,Yes,31,No,No phone service,DSL,No internet service,Yes,No,Yes,No internet service,Yes,Two year,No,Electronic check,49.5,1534.5,Yes
a79b44b6-d,Female,0,No,Yes,41,No,No,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),87.33,3580.53,Yes
8d244e3e-c,Female,0,No,Yes,4,Yes,No,No,Yes,No internet service,No,No,No internet service,No,One year,No,Credit card (automatic),68.73,274.92,No
6e191042-3,Male,0,Yes,No,41,Yes,No phone service,No,No,Yes,No internet service,Yes,No,Yes,One year,Yes,Bank transfer (automatic),64.72,2653.52,No
69efafb1-3,Female,0,No,No,67,Yes,No phone service,No,Yes,No internet service,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,83.06,5565.02,No
